temperature,rainfall,humidity,yield_apples
32.58,142.87,25.88,51.29
75.25,148.56,42.99,73.78
61.07,77.78,65.56,66.66
72.05,75.53,45.48,59.46
91.17,100.29,53.44,74.13
55.23,87.79,77.02,72.64
92.09,98.77,20.74,57.75
80.05,132.36,42.11,71.54
59.09,114.48,31.39,56.32
68.26,79.56,30.21,51.50
46.05,74.66,96.72,77.11
98.69,99.54,50.12,74.58
73.39,73.80,62.17,67.86
23.51,74.09,78.71,61.23
46.13,12.28,23.80,28.20
69.87,34.37,39.28,47.48
24.51,78.39,86.57,66.32
21.91,125.17,88.96,76.09
56.00,49.02,49.84,51.52
46.62,83.17,49.99,55.61
55.06,58.29,80.55,68.45
41.02,24.67,43.61,39.05
33.18,144.16,29.37,53.47
75.13,129.65,40.60,68.77
61.17,20.99,50.99,48.04
36.01,110.77,24.18,45.05
45.57,58.66,58.29,54.55
67.34,149.28,79.20,89.66
25.78,52.34,61.10,48.75
31.80,43.42,25.75,31.10
25.86,89.50,55.21,53.26
84.99,126.92,76.71,89.24
80.19,36.95,24.65,43.77
80.27,109.32,24.79,58.34
77.31,18.60,49.65,51.74
73.55,138.65,35.60,67.59
58.16,21.35,94.78,69.11
71.38,137.99,66.51,82.27
23.07,78.71,42.99,44.16
69.72,72.73,76.38,73.65
82.23,146.26,49.99,78.92
60.03,148.65,30.57,63.02
48.60,101.02,38.98,54.27
42.19,27.80,71.42,53.93
71.42,80.86,24.15,49.67
75.42,84.08,41.82,60.35
89.68,82.02,36.66,61.64
47.39,89.73,36.09,50.21
81.58,12.62,74.62,64.31
64.91,109.57,86.07,84.42
90.63,109.74,77.27,87.77
62.22,26.17,71.66,59.73
61.41,89.83,93.32,83.05
66.23,89.57,24.67,50.12
79.95,105.54,33.40,61.79
97.18,21.96,53.15,60.12
25.89,97.71,49.80,52.21
24.27,49.31,53.44,43.86
95.00,80.98,36.52,62.96
62.39,118.27,31.96,58.35
69.19,108.79,60.74,72.89
58.59,26.65,94.24,70.03
27.49,92.77,51.36,52.48
81.45,145.68,23.47,65.31
79.78,31.95,76.49,68.57
44.94,129.41,43.29,61.01
44.50,108.36,39.61,54.83
87.03,118.36,45.94,72.75
25.79,49.47,77.91,56.59
90.49,50.30,85.51,79.96
40.53,136.84,67.04,73.05
67.44,60.38,45.80,55.21
94.88,18.82,44.84,54.65
74.25,94.08,29.94,56.06
53.15,27.47,94.66,68.77
75.16,121.52,71.05,82.38
47.52,99.84,22.16,45.30
42.18,132.46,72.99,75.64
99.73,119.88,55.77,81.78
80.06,25.70,97.80,78.06
71.58,63.35,85.53,76.91
48.42,118.44,33.71,55.07
23.93,68.43,77.61,59.67
22.48,146.13,58.85,65.39
64.33,113.00,34.96,59.38
80.96,12.17,75.90,64.67
62.99,133.20,63.79,77.43
87.26,24.11,22.43,42.22
22.67,29.67,71.73,48.60
49.34,112.83,70.80,72.77
38.97,131.10,31.53,53.68
55.78,85.09,47.92,57.71
25.79,50.47,66.87,51.27
96.33,59.18,31.10,56.28
37.86,58.00,88.22,67.07
93.78,55.73,22.20,50.38
54.07,44.01,28.23,39.14
98.84,95.24,29.29,63.34
64.32,136.06,62.25,77.63
94.47,52.99,69.61,73.74
20.43,36.14,52.30,39.51
79.86,127.40,43.09,70.98
92.24,113.85,84.75,92.82
31.18,140.32,25.46,50.15
27.69,33.17,42.42,36.15
53.97,30.20,23.13,33.80
94.69,85.80,21.11,56.12
63.39,96.02,48.27,62.36
62.20,77.22,35.59,51.90
31.29,93.86,41.47,48.89
20.06,35.25,85.68,55.91
84.81,77.15,33.04,57.39
27.01,102.13,82.42,69.74
70.71,70.58,74.00,72.33
93.17,105.12,46.12,72.03
36.69,73.17,63.72,57.50
73.22,56.70,55.55,61.08
26.30,52.50,30.27,33.52
68.30,67.53,92.57,80.28
33.11,13.23,65.57,45.36
78.88,103.59,90.42,89.59
44.10,128.31,85.91,81.85
57.07,59.65,26.38,42.24
67.95,16.44,36.58,41.96
33.70,148.15,31.62,55.55
79.33,46.92,86.46,76.41
44.21,27.73,89.00,63.31
72.99,61.77,62.24,65.37
32.66,113.40,28.33,46.64
75.05,51.15,30.85,48.17
30.26,90.46,85.08,69.71
54.03,68.18,94.34,77.02
39.78,26.49,35.96,35.21
79.87,56.24,20.89,45.65
40.96,111.48,46.48,57.82
90.54,95.68,22.44,57.52
91.35,26.77,86.24,75.88
35.72,32.87,59.32,46.95
69.11,99.70,71.35,76.35
27.02,123.88,52.92,59.34
51.32,58.93,47.64,51.00
77.07,93.34,37.78,60.68
72.75,33.89,81.64,69.42
69.98,53.59,75.64,69.53
42.60,12.84,48.86,39.78
50.24,117.56,45.69,61.43
28.24,66.14,20.10,31.75
77.52,124.26,25.08,60.65
60.31,109.17,69.86,74.86
76.70,126.02,61.17,78.80
39.92,49.99,54.78,49.36
45.96,35.92,86.20,64.07
46.74,146.07,60.31,73.39
22.06,110.43,50.76,54.08
47.28,126.77,32.90,55.99
84.26,11.84,85.66,70.48
91.78,59.62,66.10,72.51
61.46,113.99,27.40,54.94
56.44,20.92,71.91,57.07
22.47,89.43,54.01,51.63
90.34,70.07,84.91,83.57
21.04,12.47,93.51,55.56
95.58,43.04,68.04,71.30
59.14,49.87,78.53,66.98
47.35,25.66,24.53,31.60
93.94,98.42,64.82,80.28
21.95,43.94,80.43,55.59
66.51,48.87,59.74,59.60
63.91,135.75,67.48,80.06
37.55,75.40,91.92,72.31
54.31,64.90,35.85,47.20
72.18,111.34,27.86,57.85
78.17,137.35,75.25,88.55
20.06,13.51,85.83,51.63
94.95,72.75,88.04,87.06
33.16,95.51,71.33,64.72
38.69,54.60,86.66,65.86
41.08,118.14,76.05,73.98
23.03,146.01,26.99,49.61
29.84,142.08,80.96,77.85
98.91,47.24,34.35,56.30
45.22,41.69,38.93,41.37
29.22,144.05,51.57,63.36
28.56,74.21,45.17,45.99
77.56,39.16,45.73,53.97
88.37,108.98,33.54,65.08
40.56,49.82,43.51,43.89
21.67,47.41,21.57,26.77
37.85,133.09,57.83,66.89
24.52,32.75,81.49,54.65
28.27,19.02,88.98,56.78
54.52,47.69,85.63,68.71
38.39,94.97,53.32,57.17
61.28,27.23,78.43,63.05
40.28,76.02,43.03,48.80
95.24,97.83,24.44,60.36
92.48,128.82,74.08,90.55
65.34,42.18,71.90,63.99
48.35,124.43,84.13,81.46
50.49,42.89,69.29,58.37
52.95,104.75,32.55,53.11
78.21,70.29,88.25,81.65
56.13,26.06,70.18,57.14
88.54,110.00,84.61,90.87
95.53,40.49,81.93,77.72
46.88,34.73,43.83,42.92
64.86,60.17,25.96,44.47
27.60,101.46,34.12,45.63
36.04,42.76,27.43,33.08
53.08,35.71,39.47,42.80
36.50,11.39,56.76,41.61
90.12,76.03,92.54,88.51
32.66,70.01,89.76,68.68
56.45,42.74,77.49,64.23
68.46,17.51,21.93,35.00
75.35,70.10,47.31,60.28
50.65,120.35,74.59,76.56
89.53,110.14,30.32,64.05
65.47,130.51,84.09,87.79
55.16,11.34,93.17,65.40
25.38,145.30,48.33,60.84
57.18,57.80,76.47,66.95
85.66,148.66,31.86,71.36
69.16,45.37,75.27,67.46
86.57,76.02,21.72,52.03
59.52,59.55,32.06,45.80
29.48,59.81,76.79,59.20
21.09,127.92,76.95,70.39
44.26,114.50,71.29,71.82
75.84,148.90,58.19,81.63
83.22,95.89,73.99,81.14
43.66,74.86,81.90,69.02
59.65,22.61,97.32,71.08
53.69,149.52,91.09,91.56
52.84,87.21,83.56,75.07
38.51,108.07,75.58,70.96
30.91,66.94,65.93,55.63
35.74,86.68,29.65,42.88
24.43,141.96,33.24,52.34
35.85,33.30,85.62,60.23
20.74,50.93,84.27,58.54
70.18,31.29,69.16,61.89
45.31,120.91,55.11,65.33
97.85,18.69,22.08,44.13
35.50,21.43,46.17,38.02
47.67,51.79,53.65,51.48
48.63,81.99,58.87,60.42
20.68,66.88,94.35,66.75
87.14,16.27,28.70,43.75
22.56,144.05,61.51,66.33
95.21,143.40,49.43,81.96
91.37,49.11,99.21,86.84
62.84,112.41,88.95,85.81
63.49,91.00,55.10,64.80
72.30,43.25,99.98,80.33
50.96,46.70,61.13,55.19
71.78,78.76,33.37,53.97
23.58,68.69,64.47,53.05
24.32,50.77,38.10,36.50
56.58,123.05,70.91,77.04
63.97,77.40,95.00,82.17
91.03,101.68,82.90,89.09
28.37,36.50,41.85,36.74
85.81,84.69,43.75,64.56
36.80,54.52,25.54,34.71
51.53,83.70,42.87,53.63
45.33,119.32,27.41,51.17
52.01,117.65,59.96,69.11
32.04,59.59,76.67,59.87
60.29,107.20,80.09,79.57
84.13,141.78,24.76,65.97
55.32,97.59,47.20,59.71
59.25,30.78,43.05,45.46
87.90,105.16,28.34,61.57
76.48,24.69,49.00,52.38
59.24,132.10,43.95,66.17
40.62,82.33,70.76,64.03
90.79,63.92,90.66,85.35
66.16,17.98,56.39,51.64
37.69,63.31,79.73,63.83
41.53,136.45,31.68,55.59
84.25,12.94,91.60,73.66
23.53,76.45,32.21,38.45
99.37,140.36,35.37,75.57
30.43,65.28,28.52,36.45
83.69,69.94,44.77,61.48
51.58,91.00,64.19,65.77
59.38,74.81,99.04,82.30
90.45,33.60,83.47,75.59
53.03,12.60,50.43,43.64
63.00,95.37,66.07,71.01
23.94,138.91,69.86,69.89
20.19,24.89,85.82,53.94
39.58,39.53,78.92,59.24
74.45,61.83,65.54,67.47
29.70,123.22,73.53,70.32
29.10,47.70,79.67,58.11
52.88,133.49,30.65,57.89
71.83,17.69,36.04,43.11
76.97,141.73,75.09,88.98
34.28,88.50,88.03,72.00
26.37,102.23,52.74,54.73
95.23,61.48,98.39,90.06
40.85,119.48,37.29,54.80
88.27,33.32,53.34,59.81
89.08,16.85,50.28,55.23
81.80,65.37,94.42,84.82
33.51,129.52,42.83,57.37
85.74,115.69,57.66,77.69
81.54,82.40,34.98,58.43
67.74,90.10,61.70,69.19
46.98,28.18,88.59,64.03
41.00,127.70,44.32,60.00
29.75,120.17,84.86,75.39
60.78,101.91,92.90,85.07
66.82,75.27,25.84,48.02
48.75,145.02,80.51,83.88
58.03,133.06,40.43,64.24
49.08,100.22,34.03,51.78
71.28,62.05,68.09,67.84
92.10,96.52,76.45,85.16
33.11,90.56,51.58,53.84
50.51,65.19,23.13,39.76
31.27,52.93,92.70,66.32
70.00,66.98,78.46,73.63
78.31,90.35,41.73,62.43
94.55,69.94,59.75,72.23
42.31,46.90,22.22,33.18
96.02,116.53,47.14,75.68
25.06,84.41,61.80,55.30
68.24,19.47,61.38,55.06
24.57,61.56,36.65,38.01
91.50,133.89,82.14,95.30
62.38,115.73,43.91,63.81
73.55,55.25,66.43,66.33
86.53,141.35,41.72,75.09
32.02,20.72,54.01,40.75
23.09,144.57,36.60,54.14
90.31,44.40,70.64,71.29
45.19,11.27,54.05,42.84
30.32,70.73,21.29,33.89
57.48,60.26,22.25,40.42
67.86,85.47,57.69,66.30
22.48,121.55,34.66,48.38
41.99,127.94,66.80,71.59
22.62,66.17,52.66,46.35
53.63,70.18,72.35,66.30
91.61,30.74,96.19,81.73
98.61,16.66,62.30,64.06
70.96,99.77,82.99,82.74
32.93,19.02,80.24,53.80
92.47,112.74,93.74,97.16
61.30,85.47,37.12,54.04
32.30,37.80,86.19,60.34
93.74,85.53,92.44,91.45
80.60,35.62,51.42,57.01
78.54,71.42,45.11,60.40
76.73,121.94,96.16,95.49
36.03,74.67,70.21,60.85
36.88,30.82,50.45,42.45
75.06,111.34,83.35,86.46
37.58,36.15,44.36,40.68
55.09,113.40,34.11,56.26
82.56,77.11,63.52,71.95
82.72,73.52,65.30,72.17
56.26,129.20,86.06,85.75
83.38,109.20,56.56,75.13
87.09,14.61,85.17,71.63
72.38,51.46,44.91,54.46
38.27,131.93,66.03,70.88
41.92,12.57,36.68,33.43
45.19,86.34,50.84,56.25
29.34,111.90,88.60,75.48
41.85,97.06,37.28,50.61
36.76,116.47,84.82,76.73
56.43,111.60,42.63,60.56
92.68,106.88,22.76,60.56
28.36,125.02,28.79,47.91
77.62,100.40,79.67,83.20
74.98,66.34,40.97,56.25
27.66,76.07,72.33,59.68
93.81,110.34,75.94,88.18
65.48,132.68,47.61,69.98
49.10,48.11,57.99,53.35
80.52,57.89,52.30,61.88
40.59,140.30,95.79,88.13
75.48,90.99,45.60,63.64
23.18,35.05,34.67,31.30
87.15,102.92,49.25,71.35
55.85,148.71,73.56,83.28
70.94,125.28,75.79,84.23
37.70,114.40,93.92,81.15
74.17,39.13,90.54,75.35
81.78,132.66,43.07,72.60
57.86,83.61,56.41,62.28
69.42,134.50,79.78,87.62
56.51,56.18,93.32,74.85
91.53,18.69,46.97,54.68
59.83,76.64,55.56,61.06
87.34,47.78,91.96,81.74
84.11,110.13,48.68,71.60
52.84,143.99,58.44,73.87
38.41,106.74,92.36,79.05
52.49,134.17,84.18,84.67
86.10,73.42,39.47,60.25
38.21,118.03,45.98,58.06
61.95,128.03,48.24,68.31
84.49,109.52,93.02,93.76
48.28,81.09,99.91,80.66
71.38,97.62,81.92,81.90
39.65,108.07,58.75,62.88
28.74,45.43,20.81,28.11
83.55,123.34,75.80,87.63
27.92,143.05,51.15,62.56
41.71,75.13,70.64,62.86
88.41,108.15,68.54,82.42
47.72,113.18,58.47,66.19
97.84,102.71,95.55,97.67
98.38,86.60,21.85,57.76
41.46,133.43,76.97,77.61
23.28,72.85,52.79,47.95
76.41,18.55,77.10,65.18
56.08,128.24,74.02,79.48
28.06,104.36,20.82,39.70
76.60,128.90,42.83,70.17
22.49,29.40,35.13,30.19
89.62,14.31,33.36,46.43
31.09,140.81,78.28,76.63
30.18,30.68,39.16,34.77
34.05,123.35,57.98,63.88
96.82,125.25,39.76,73.98
75.45,109.22,66.42,77.69
84.11,28.38,77.65,69.73
51.81,103.44,46.49,59.48
46.91,134.47,68.24,75.09
38.76,69.57,85.99,68.54
58.45,67.89,27.54,44.88
64.15,72.00,76.85,72.07
70.54,21.52,45.85,48.39
40.57,134.88,29.81,54.05
95.89,131.69,63.65,86.93
33.58,149.71,38.10,59.07
97.25,91.93,85.71,90.42
21.19,115.17,23.43,41.11
58.49,38.37,27.89,39.17
46.67,103.45,61.68,65.53
55.93,100.96,67.12,70.53
65.65,136.17,78.39,86.12
54.85,126.31,40.74,62.09
53.19,141.39,87.34,87.91
78.62,131.64,96.25,98.04
74.87,131.62,59.92,78.75
86.66,18.92,80.84,70.20
40.00,128.43,61.99,68.68
68.76,95.05,25.56,52.42
66.82,63.26,46.09,55.74
49.58,17.91,27.00,31.96
58.88,104.87,99.11,88.19
45.10,55.95,38.32,43.88
31.35,75.49,70.87,59.94
37.10,105.44,42.75,53.59
28.44,137.65,72.26,72.19
74.65,125.56,36.83,65.92
72.86,73.08,82.82,77.88
96.05,64.29,28.86,56.10
78.37,43.57,91.61,78.03
24.16,62.14,87.23,63.29
90.74,25.55,74.30,69.48
89.01,145.95,25.39,68.59
55.47,90.35,36.69,53.06
66.87,27.89,88.75,70.01
98.09,59.39,29.76,56.19
62.58,86.59,32.47,52.33
92.43,84.60,63.52,76.41
26.64,14.97,41.93,31.95
35.28,143.12,37.77,58.09
55.26,48.55,66.07,59.32
66.78,12.27,49.81,47.39
85.30,20.70,31.24,45.35
99.06,91.23,62.79,79.36
51.11,29.29,50.96,46.67
23.79,15.84,78.76,49.69
84.09,63.15,28.22,51.97
68.35,97.19,69.65,74.77
35.88,25.66,54.92,43.36
59.59,53.87,52.48,54.89
79.38,68.49,38.58,56.80
81.63,32.32,22.43,42.17
59.97,80.85,87.82,78.07
44.42,21.93,46.11,40.77
97.90,16.51,74.49,69.92
73.07,82.78,95.81,86.38
52.66,44.71,65.20,57.34
42.44,23.35,51.77,43.29
78.49,69.35,41.46,58.15
39.37,138.12,94.72,86.80
33.74,111.39,74.57,69.69
62.39,124.19,73.22,80.16
43.20,132.07,54.09,66.42
70.31,146.17,87.60,94.13
29.44,116.85,77.09,70.75
72.40,95.18,42.65,62.08
42.66,61.16,67.97,59.02
20.02,35.43,54.42,40.30
30.15,106.13,20.53,40.54
94.69,149.29,84.61,100.57
89.39,75.43,29.83,56.82
38.69,111.32,60.80,64.27
82.27,79.31,46.90,63.99
68.69,70.47,47.37,58.39
97.67,67.44,58.19,71.88
49.89,80.65,99.76,80.98
74.52,61.37,52.67,60.96
25.08,114.83,34.59,47.79
51.70,132.40,69.09,76.53
97.11,133.60,38.90,75.30
63.12,41.88,28.44,41.53
43.03,135.43,24.01,52.00
29.62,57.82,21.83,31.36
76.28,53.30,54.49,60.79
71.59,111.75,54.14,70.90
49.92,52.66,34.84,42.93
96.08,17.42,82.72,73.67
21.78,62.31,30.34,34.17
44.30,111.01,93.23,82.11
93.69,55.77,67.01,72.77
45.67,98.14,22.21,44.43
40.18,102.42,97.04,81.06
62.74,112.72,44.64,63.69
85.90,135.60,56.00,80.89
28.25,70.56,42.74,43.96
95.44,33.30,78.27,74.43
83.61,54.65,58.85,65.44
34.50,70.50,30.59,39.74
76.96,109.94,28.34,59.25
50.80,11.84,78.03,56.62
52.18,54.21,38.97,45.98
82.66,119.18,31.02,64.14
97.02,103.92,59.95,79.87
30.13,112.44,84.22,73.64
53.65,123.65,42.30,61.98
58.48,119.65,42.11,62.53
50.10,105.51,86.71,79.49
49.06,71.55,31.83,44.94
24.18,147.70,69.34,71.46
74.84,89.67,96.40,88.59
54.90,38.39,87.30,67.80
35.58,50.99,24.95,33.35
85.28,107.10,45.59,69.80
84.20,139.46,31.39,68.85
58.91,35.02,95.94,72.65
43.88,21.53,98.88,66.91
71.05,133.41,38.80,67.40
43.05,138.14,73.58,77.33
38.88,48.69,87.33,65.07
78.44,62.82,38.69,55.44
23.23,102.43,35.01,44.96
27.58,56.19,20.90,29.96
20.54,132.80,52.96,59.20
32.24,25.06,91.95,60.66
25.52,15.32,92.24,56.84
99.66,39.19,30.22,52.85
43.10,50.05,36.35,41.12
31.94,25.81,52.64,41.06
39.28,19.20,82.45,56.85
94.89,115.79,68.95,86.10
61.61,33.00,61.11,55.64
49.19,137.95,67.35,76.02
89.87,61.52,27.70,53.12
51.60,103.88,58.21,65.36
46.80,41.56,99.37,72.04
36.58,43.65,27.08,33.24
50.22,90.46,61.54,63.93
45.33,88.49,43.65,53.12
74.18,117.62,63.19,77.37
43.17,116.09,65.91,69.12
66.18,103.90,66.20,73.73
25.27,72.88,88.18,66.25
35.30,134.69,51.18,63.12
52.59,97.16,61.31,65.86
94.96,148.63,20.87,68.65
50.18,124.71,83.16,81.58
73.13,16.20,40.76,45.56
40.41,54.88,85.32,65.76
30.16,90.06,41.25,47.69
24.68,111.01,20.86,40.04
44.43,87.05,32.39,46.93
32.61,120.06,98.85,83.22
33.92,49.57,45.58,42.88
80.86,35.75,28.71,45.76
21.27,17.55,29.50,24.64
64.62,90.26,44.83,59.85
50.36,106.40,23.01,47.89
60.52,55.66,60.92,59.75
65.03,95.90,37.10,57.24
45.07,17.30,61.54,47.75
43.61,23.90,31.26,33.49
78.67,108.25,54.39,72.45
89.70,61.53,67.83,73.13
35.41,103.99,24.96,43.90
27.81,126.44,51.90,59.58
91.82,129.37,44.20,75.52
47.99,34.10,39.23,40.83
64.11,78.08,68.36,69.03
48.76,112.75,67.08,70.72
30.06,118.36,70.46,67.92
67.15,119.85,32.71,60.47
62.01,41.94,42.86,48.42
36.24,36.95,36.77,36.65
56.15,92.60,63.24,66.98
83.76,113.75,56.89,76.32
67.23,54.68,46.42,54.31
27.75,24.66,82.88,54.70
63.84,110.34,27.52,54.98
76.22,51.96,97.99,82.25
83.42,33.29,29.32,46.34
70.33,30.68,81.85,68.16
32.21,54.09,49.46,45.21
76.81,92.97,89.22,86.25
74.19,60.18,25.93,47.26
21.95,12.89,49.98,34.15
52.94,23.57,46.84,44.02
46.64,50.67,99.45,73.85
73.55,102.36,98.84,91.96
37.29,23.79,35.18,33.53
67.27,88.49,70.40,73.08
93.06,26.78,62.84,64.69
83.82,39.63,32.35,49.25
93.72,34.11,33.42,51.65
98.28,19.41,99.14,82.94
20.85,103.99,56.22,55.16
69.82,74.88,30.06,50.95
53.03,126.35,37.18,59.77
88.79,23.84,41.47,52.14
40.15,30.26,60.87,48.53
98.48,52.90,46.84,63.54
69.10,117.22,56.40,72.37
83.48,52.81,33.32,52.27
26.85,67.18,46.14,44.56
34.68,52.22,25.63,33.66
80.67,21.23,91.18,74.04
21.76,141.52,35.90,52.78
85.35,86.80,80.55,83.24
21.12,120.30,47.96,54.38
72.57,102.17,57.95,71.18
49.21,82.00,43.30,52.81
68.92,22.55,75.72,63.05
75.68,99.98,87.56,86.48
47.40,31.75,42.90,42.02
28.64,68.01,39.38,41.88
25.57,98.08,74.52,64.55
67.11,119.51,35.61,61.84
61.65,105.91,71.19,75.27
79.38,104.01,27.55,58.39
60.78,30.87,69.61,59.21
53.80,58.46,61.07,58.37
51.85,16.01,29.11,33.31
22.12,110.73,71.93,64.75
46.84,143.36,55.72,70.58
98.08,46.98,37.37,57.50
89.88,22.28,48.27,55.55
46.35,76.58,59.37,58.91
67.02,129.94,27.32,59.75
87.78,87.28,96.61,92.09
55.30,16.55,73.24,56.52
21.44,146.40,28.20,49.81
25.96,126.01,85.83,75.91
60.83,28.42,45.80,46.83
97.56,139.05,67.74,90.95
75.46,73.10,42.17,58.34
25.67,62.07,78.67,59.45
35.15,74.55,77.84,64.38
81.71,126.84,64.16,81.96
87.32,102.33,39.27,66.30
69.42,18.29,40.30,44.63
71.55,144.06,50.63,75.59
22.27,30.69,31.60,28.62
86.28,114.38,47.01,72.27
83.06,99.06,74.75,82.11
40.72,36.25,86.47,62.70
76.69,33.90,46.61,53.09
37.19,131.85,38.69,56.87
23.23,68.76,86.61,64.03
36.09,101.64,91.26,76.79
34.29,80.57,52.80,52.80
47.02,111.83,22.15,47.55
53.48,77.09,75.60,69.26
60.68,50.23,82.72,69.61
58.14,60.87,21.44,40.34
41.65,130.27,67.60,72.35
22.33,75.52,67.07,55.34
68.41,39.88,50.30,53.65
51.66,140.84,79.98,83.66
43.89,121.52,54.25,64.60
89.36,17.79,74.14,67.44
79.74,149.85,61.37,84.58
88.62,107.29,39.88,67.98
59.60,32.44,68.52,58.63
30.47,43.20,78.95,57.26
75.70,106.94,97.91,93.05
36.49,119.17,50.41,59.99
55.30,43.47,25.16,37.86
25.20,45.98,99.04,66.28
86.02,53.00,69.90,71.36
30.08,93.72,95.72,75.63
92.25,34.05,28.31,48.64
89.14,24.59,47.36,55.34
57.17,105.04,30.71,53.51
79.55,119.07,86.84,91.10
69.56,80.13,90.43,82.11
84.25,60.94,60.10,67.51
54.54,70.49,34.93,47.92
82.86,64.38,30.17,52.82
57.00,144.40,67.05,79.50
95.28,117.53,60.51,82.34
58.91,39.13,75.58,63.29
57.01,63.79,44.42,52.07
82.81,86.16,52.19,68.17
85.73,95.82,21.71,55.74
64.36,75.55,68.81,68.82
34.38,123.42,53.85,61.92
57.42,117.46,93.58,87.51
97.45,80.72,71.34,81.05
80.24,129.62,51.90,75.95
84.89,115.15,41.09,69.04
22.63,119.00,92.42,76.80
57.43,143.90,21.30,56.66
71.73,47.31,46.15,54.06
86.40,47.47,95.48,83.15
23.94,134.45,72.32,70.23
88.20,118.11,62.62,81.39
63.87,139.72,36.28,65.25
35.79,18.84,86.67,57.84
45.38,97.89,36.34,51.36
42.55,30.25,39.86,38.74
62.47,80.55,35.35,52.53
24.13,31.80,32.65,29.92
32.68,27.93,96.26,63.52
85.02,11.70,68.16,61.93
30.61,98.23,71.03,64.34
38.67,60.26,96.35,71.83
56.27,24.73,38.45,41.05
61.37,55.20,20.47,39.69
81.09,33.65,67.91,65.01
55.79,141.84,60.63,75.42
83.19,54.80,58.21,65.02
69.47,56.75,24.95,44.67
29.05,127.58,56.35,62.41
32.51,100.69,43.00,51.39
54.96,109.42,41.97,59.36
51.75,99.04,37.79,54.23
79.48,142.47,46.60,75.64
66.46,38.98,48.25,51.86
51.05,148.47,44.70,67.36
33.66,126.33,98.30,84.51
38.15,92.46,94.62,77.25
66.04,102.73,65.96,73.34
53.88,100.84,98.48,85.57
61.19,18.18,99.30,71.64
33.65,40.52,48.48,42.44
73.03,144.61,55.62,78.64
88.20,84.81,96.72,91.78
40.64,62.97,68.69,59.13
59.32,116.69,37.03,59.65
98.04,83.43,75.15,83.67
46.66,11.84,36.46,34.60
67.60,113.07,47.15,66.47
27.22,112.51,38.20,49.77
68.48,33.12,39.60,46.97
27.17,143.93,20.37,47.12
96.74,41.35,90.46,82.52
77.25,74.08,43.68,59.83
83.05,26.06,26.91,43.58
76.33,94.46,26.96,55.27
67.18,62.56,64.48,64.91
55.99,59.44,99.43,78.40
88.67,125.78,31.60,67.56
96.55,11.34,27.97,45.22
59.92,121.71,55.06,69.85
94.52,90.00,65.07,78.89
66.67,148.05,43.55,71.39
63.07,92.52,44.20,59.53
56.36,17.75,53.96,47.44
36.74,17.09,45.13,37.01
20.30,133.64,93.23,79.43
39.32,127.77,23.36,49.03
60.78,58.42,38.77,49.30
50.40,96.52,84.68,76.76
55.88,78.54,86.72,75.83
98.45,145.40,28.92,73.08
48.02,142.99,97.90,91.95
56.17,147.74,75.47,84.13
30.68,131.30,41.81,56.37
23.84,137.34,56.48,62.86
82.03,40.42,43.77,54.58
65.65,126.34,32.00,60.96
80.86,109.24,43.29,67.75
31.99,144.79,66.41,71.76
65.75,89.98,86.08,80.76
40.29,21.92,49.08,41.01
38.24,93.64,47.83,54.12
20.92,106.12,57.44,56.22
30.43,40.84,71.56,53.08
44.74,65.18,80.13,66.52
29.35,93.79,46.14,50.63
98.87,62.37,66.91,75.59
44.69,62.49,51.15,51.48
30.43,28.63,77.31,53.51
35.93,141.70,33.17,55.70
67.02,115.07,40.55,63.39
25.12,10.17,54.08,36.61
88.99,117.19,91.15,95.71
96.92,113.57,65.87,84.72
39.74,11.36,97.23,62.81
56.01,61.74,28.26,43.28
21.77,94.94,56.81,53.92
71.26,73.39,53.53,62.82
53.11,118.92,68.02,73.73
41.60,69.56,84.96,68.87
36.55,31.54,87.32,60.93
72.32,146.70,73.62,87.85
53.30,43.89,71.32,60.43
34.37,110.48,95.92,80.37
75.13,30.04,50.69,53.89
65.21,56.06,86.62,74.09
88.69,71.88,93.72,87.84
29.40,36.91,59.32,45.86
82.85,72.99,78.33,78.62
73.88,32.00,50.16,53.64
29.20,88.26,32.71,42.77
75.59,102.92,66.92,76.72
55.32,18.74,35.72,38.20
95.60,131.96,56.61,83.38
31.33,35.92,89.83,61.50
71.43,41.55,26.88,43.18
50.56,102.59,22.43,46.90
96.55,75.63,68.52,78.35
46.40,79.92,46.48,53.14
96.97,27.94,53.44,61.40
92.12,122.80,52.46,78.43
41.63,96.39,26.93,45.23
84.28,28.95,20.29,41.22
99.65,62.36,91.87,88.30
40.21,123.46,37.42,55.47
54.94,89.57,54.09,61.44
61.61,25.21,97.75,72.40
43.59,62.19,86.14,68.59
21.22,43.98,28.63,29.48
37.61,82.45,60.68,58.11
42.55,128.07,78.41,77.58
55.49,71.08,75.87,68.80
33.69,70.67,80.87,64.68
89.86,136.75,56.60,82.61
76.39,90.67,34.07,58.09
26.82,89.27,57.19,54.49
72.01,46.67,71.83,66.85
72.29,95.08,68.69,75.05
96.50,90.63,25.64,59.90
20.24,65.56,25.20,31.78
39.83,148.70,97.22,90.30
94.22,133.46,32.14,71.03
94.57,114.94,43.56,73.14
77.65,85.23,81.41,81.05
81.26,74.69,52.77,65.70
27.32,35.89,34.52,32.63
61.11,52.80,57.38,57.58
38.53,118.35,65.52,67.99
34.50,73.52,56.22,53.16
84.82,133.52,93.52,98.91
30.80,30.71,42.78,36.77
57.49,81.17,72.91,69.94
95.09,100.58,28.98,63.13
34.87,82.36,51.38,52.62
